162,吐,,"The only things that come out of my MOUTH and onto the GROUND are spit and vomit. Everything else (words, song) floats on the air.",SPIT goes from my MOUTH to the GROUND.,ト,は.く、つ.く,"吐く(つく): to breathe, to tell (lies), to vomit, to disgorge<br>吐き気(はきけ): nausea, sickness in the stomach<br>吐く(はく): breathe, tell (lies), vomit",吐く (は.く),토할 토
163,圧,,The GROUND at the base of a CLIFF must suffer from enormous pressure.,"For physics people: p = F/A (p:pressure, F:Force, A:Area). Where the force is from the immensity of the cliff. The area on the cliff is covered by soil. So the equation becomes p = F/A = cliff/soil which preserves the position of the primitives.",アツ、エン、オウ,お.す、へ.す、おさ.える、お.さえる,"圧迫(あっぱく): pressure, coercion, oppression<br>圧力(あつりょく): stress, pressure<br>抑圧(よくあつ): check, restraint, oppression, suppression<br>圧縮(あっしゅく): compression, condensation, pressure<br>気圧(きあつ): atmospheric pressure<br>血圧(けつあつ): blood pressure",,누를 압
164,埼,,"This refers to LAND, not the STRANGE gear superheroes wear.","Cape Cod ""odd"" is a land where odd=strange things happen.",キ,さき、さい、みさき,,埼 (さい),갑 기
165,垣,,"Before the Great Wall of China, there was a dirt hedge that spanned across.",The HEDGE of roses growing from the castle grounds fully spanned the castle walls.,エン,かき,垣根(かきね): hedge,垣 (かき),담 원
167,圭,"* As a primitive, we shall use this character to mean <i>ivy</i>, that creepy vegetation that covers the surface of the <i>ground</i> to form a sort of ""second"" <i>ground</i> that can get somewhat tricky to walk on without tripping.",Piling SOIL upon SOIL for aeons is how SQUARE JEWELS are formed deep in the earth.,How would you stop someone stealing your biggest square jewel? Bury it deep in the soil under ground. Then plant ivy to mark the spot.,ケイ、ケ,,,,서옥 규/홀 규
168,封,,The king used a special seal of ivy leaves glued onto his document.,"A bit of ivy glued to a letter can make a lovely SEAL when in a pinch, says Martha Stewart.",フウ、ホウ,,"同封(どうふう): enclosure (e.g. in a letter)<br>封(ふう): seal<br>封鎖(ふうさ): blockade, freezing (funds)<br>封建(ほうけん): feudalistic<br>封筒(ふうとう): envelope","封鎖 (ふうさ), 封書 (ふうしょ), 密封 (みっぷう)",봉할 봉
169,涯,,Try to reverse Heisig´s story in this Kanji: imagine being trapped in one of those prison towers on an ivy cladcliff like in the movies. From your prison ontop the ivy clad cliff all you can see in the distant horizon is nothing but water.,"From the water, I can see the ivy-clad-cliffs on the horizon.",ガイ,はて,,,물가 애
170,寺,,"At the Buddhist temple the monks are seated on the ground, glued there in meditation.","To be allowed to join the Buddhist temple, imagine an aspiring monk being asked to stand still in the soil for a long time in a measurement of his resolve.",ジ,てら,寺院(じいん): temple<br>寺(てら): temple,寺 (てら),"절 사, 내시 시"
171,時,,"When the SUN starts to shine on the TEMPLE, it´s time to get up.","In ancient Japan, TIME of ´´day´´ was announced at the ´´buddhist temples´´. They did this by ringing large iron bells. This is similar to churches who ring their bells to announce the time of day.",ジ,とき、-どき,"何時(いつ): when, how soon<br>何時か(いつか): sometime, some day<br>何時でも(いつでも): (at) any time, always, at all times, never (neg), whenever<br>何時の間にか(いつのまにか): before one knows, unnoticed, unawares<br>何時も(いつも): always, usually, every time, never (with neg. verb)<br>時刻表(じこくひょう): table, diagram, chart, timetable, schedule<br>時差(じさ): time difference<br>時折(ときおり): sometimes<br>一時(いちじ): one hour, short time, once, temporarily, at one time<br>時間割(じかんわり): timetable, schedule<br>時期(じき): time, season, period<br>時刻(じこく): instant, time, moment<br>時速(じそく): speed (per hour)<br>当時(とうじ): at that time, in those days<br>同時(どうじ): simultaneous(ly), concurrent, same time, synchronous<br>時(とき): time, hour, occasion, moment<br>日時(にちじ): date and time<br>臨時(りんじ): temporary, special, extraordinary<br>時代(じだい): age, period, generation<br>時間(じかん): time<br>時々(ときどき): sometimes<br>時計(とけい): watch, clock",時 (とき),때 시
172,均,,Soil is scooped up into a ladel. The extra drop is brushed off to make it level.,"To remember the extra stroke in the ladle, make a vivid image of a big drop of excess soil fr0m the ladle falling out onto the ground when you level it.",キン,なら.す,"均衡(きんこう): equilibrium, balance<br>平均(ならし): equilibrium, balance, average, mean<br>平均(へいきん): equilibrium, balance, average, mean",,고를 균
173,火,"* To avoid confusion later on, it is best to keep to the meaning of a <i>fireplace</i> (or <i>hearth</i>) or a raging <i>conflagration</i> like a forest fire for this kanji's primitive meaning. Another primitive element for <i>fire</i>, based on this one, is written as 4 small drops and will mean <i>flames</i>, <i>cauldron</i>, <i>cooking fire</i>, or an <i>oven fire</i>.","For some reason, this kanji reminds me of a person running, her arms (the two drops) raised up, because she caught on fire!",A tepee getting shot at by fire arrows.,カ,ひ、-び、ほ-,"火傷(かしょう): burn, scald<br>火星(かせい): Mars (planet)<br>火曜(かよう): Tuesday<br>火燵(こたつ): table with heater, (orig) charcoal brazier in a floor well<br>下火(したび): burning low, waning, declining<br>焚火(たきび): (open) fire<br>点火(てんか): ignition, lighting, set fire to<br>火花(ひばな): spark<br>防火(ぼうか): fire prevention, fire fighting, fire proof<br>火口(かこう): crater<br>火災(かさい): conflagration, fire<br>火山(かざん): volcano<br>花火(はなび): fireworks<br>噴火(ふんか): eruption<br>火傷(やけど): burn, scald<br>火事(かじ): fire<br>火(ひ): fire<br>火曜日(かようび): Tuesday",火 (ひ),불 화
174,炎,,To fight fire with fire would just inflame a situation.,An inflammation can often feel like FIRE upon FIRE burning.,エン,ほのお,"炎(ほのお): flame, blaze",炎 (ほのお),"불꽃 염, 아름다울 담"
175,煩,,An anxiety feels like FIRE in the HEAD.,"Many performers get ""Michael Jackson anxiety"" wherein they fear their head will catch on fire.",ハン、ボン,わずら.う、わずら.わす,"煩わしい(わずらわしい): troublesome, annoying, complicated","煩雑 (はんざつ), 煩う (わずら.う), 煩わす (わずら.わす)",번거로울 번
176,淡,,"Drink water and burn twice as many calories as you eat... you´ll definitely get thin. Imagine inside your body, all those calories literally being burned from above and below... THAT´s what it takes to become thin.",Thin girls are twice as hot when they´re wet.,タン,あわ.い,"冷淡(れいたん): coolness, indifference<br>淡水(たんすい): fresh water",淡い (あわ.い),맑을 담
177,灯,,Imagine old gas lamps which had a flame to light up the street signs.,A lamp is fire you can hang from a nail.,トウ,ひ、ほ-、ともしび、とも.す、あかり,"灯(ともしび): light<br>蛍光灯(けいこうとう): fluorescent lamp, person who is slow to react<br>灯台(とうだい): lighthouse<br>灯油(とうゆ): lamp oil, kerosene<br>灯(ひ): light<br>電灯(でんとう): light",灯 (ひ),등잔 등
178,畑,,Many farms are created by first setting FIRE over the land to clear the land for the FIELDS.,"When creating a farm, the prospective farmer must first set fire to the forest to clear the ground. Only then can he plow the fields. Fire before fields to make a farm.",,はた、はたけ、-ばたけ,畑(はたけ): field,"畑 (はた), 畑 (はたけ)",화전 전
179,災,,"What a disaster! First a FIRE, then on top of it came FLOODs.","Don´t know about Japan, but here in Australia, flooding rivers and bushfires are the most common natural disasters.",サイ,わざわ.い,"災害(さいがい): calamity, disaster, misfortune<br>戦災(せんさい): war damage<br>天災(てんさい): natural calamity, disaster<br>火災(かさい): conflagration, fire<br>災難(さいなん): calamity, misfortune",災い (わざわ.い),재앙 재
180,灰,,The fire underneath the cliff will eventually turn everything above to ashes.,"Scene from ""The Big Lebowski"" : Walter scatters Donny´s ashes, but a wind blows much of the ashes into ""The Dude"" Lebowski´s face. Upset, The Dude lashes out at Walter. Walter apologizes and hugs The Dude, before suggesting ""Fuck it, man. Let´s go bowling."" I bet you that The Dude wanted to cremate (fire) Walter right there and then, at the top of the cliff! (thanks Elktapestry).",カイ,はい,"灰(あく): puckery juice<br>灰皿(はいさら): ashtray<br>灰(はい): ash<br>灰色(はいいろ): grey, ashen<br>灰皿(はいざら): ashtray",灰 (はい),재 회
181,点,,The FORTUNE TELLER was burned by FLAMES on the spot because she was accused of being a witch.,You have to stimulate the G-spot with your magic wand in order to get her on fire. Or you can juste use your mouth...,テン,つ.ける、つ.く、た.てる、さ.す、とぼ.す、とも.す、ぼち,"観点(かんてん): point of view<br>起点(きてん): starting point<br>原点(げんてん): origin (coordinates), starting point<br>減点(げんてん): subtract, give a demerit<br>視点(してん): opinion, point of view, visual point<br>点く(つく): be lit, catch fire<br>点火(てんか): ignition, lighting, set fire to<br>点検(てんけん): inspection, examination, checking<br>点線(てんせん): dotted line, perforated line<br>得点(とくてん): score, points made, marks obtained, runs<br>盲点(もうてん): blind spot<br>利点(りてん): advantage, point in favor<br>句読点(くとうてん): punctuation marks<br>欠点(けってん): faults, defect, weakness<br>交差点(こうさてん): crossing, intersection<br>採点(さいてん): marking, grading, looking over<br>弱点(じゃくてん): weak point, weakness<br>終点(しゅうてん): terminus, last stop (e.g train)<br>重点(じゅうてん): important point, lay stress on, emphasis, colon<br>焦点(しょうてん): focus, point<br>地点(ちてん): site, point on a map<br>頂点(ちょうてん): top, summit<br>点ける(つける): turn on, switch on, light up<br>点数(てんすう): marks, points, score, number of items, credits<br>点々(てんてん): here and there, little by little, sporadically, scattered in drops, dot, spot<br>満点(まんてん): perfect score<br>要点(ようてん): gist, main point<br>零点(れいてん): zero, no marks<br>点(てん): point, mark, grade",,"점 점, 시들 다"
182,照,,SHINING FLAMES illuminate!,"The sun was seduced to give us fire, by which we illuminate the night.",ショウ,て.る、て.らす、て.れる,"参照(さんしょう): reference, consultation, consultation<br>照合(しょうごう): collation, comparison<br>照明(しょうめい): illumination<br>照り返す(てりかえす): to reflect, to throw back light<br>対照(たいしょう): contrast, antithesis, comparison<br>照らす(てらす): shine on, illuminate<br>照る(てる): shine","照らす (て.らす), 照る (て.る), 照れる (て.れる)",비칠 조
183,魚,,"The elements of this kanji are bound up, rice field and cooking fire. When I think of bound up cooked rice, it makes me think of sushi, which in turn brings to mind fish.",Bind that FISH and cook his brains! Yarhh!,ギョ,うお、さかな、-ざかな,魚(うお): fish<br>金魚(きんぎょ): goldfish<br>魚(さかな): fish,"魚 (うお), 魚 (さかな)",고기 어/물고기 어
184,漁,,You need WATER and FISH for fishing.,"If you are confusing this with angling like me, take fishing to mean not the act of catching a fish but the act of being a fish not living but fishing (i.e. in the water).",ギョ、リョウ,あさ.る,漁船(ぎょせん): fishing boat<br>漁村(ぎょそん): fishing village<br>漁業(ぎょぎょう): fishing (industry)<br>漁師(りょうし): fisherman,"漁業 (ぎょぎょう), 漁船 (ぎょせん), 漁村 (ぎょそん)",고기 잡을 어
185,里,"* To get a more concrete primitive meaning for this kanji, we shall refer to it as a <i>computer</i>, a meaning deriving from the kanji for <i>logic</i>, which we will meet in Lesson 12.",The ri is a Japanese way of measuring the area of the GROUND underneath a RICE FIELD.,"Hint: Heisig makes here a severe disservice to everyone by using a weird keyword for this character. You´ll save a lot (and I mean, a whole lot) of trouble later by giving it instead its intended meaning: House of the Parents.",リ,さと,"郷里(きょうり): birth-place, home town",里 (さと),마을 리(이)
186,黒,,"If you burn the GROUND of a RICE FIELD with FIRE, eventually it will turn black.","If your parent´s home catches on fire, it will turn black.",コク,くろ、くろ.ずむ、くろ.い,"黒字(くろじ): balance (figure) in the black<br>黒(くろ): the color black (noun)<br>黒板(こくばん): blackboard<br>真っ黒(まっくろ): pitch black<br>黒い(くろい): black, dark","黒 (くろ), 黒い (くろ.い)",검을 흑
187,墨,,Theres BLACK on the GROUND...most likely someone spilt some black ink.,Anyone who has worked with laserjet ink cartridges will know the black ink looks like powdered dirt.,ボク,すみ,墨(すみ): ink,墨 (すみ),먹 묵
188,鯉,,Japanese carp are massive fish - they are measured in ri!,The fish got carpal tunnel syndrome from the computer(I know it´s lame but it´s hard to find a good story for this).,リ,こい,,,잉어 리(이)
189,量,,"I did such a quantity of work that when NIGHT BREAK came, I was asleep on the COMPUTER.","If you find that by nightbreak, you´re still playing at your computer, chances are your World of Warcraft character has a high quantity of levels. [thanks to ssmoler] ..... To remember that nightbreak appears ABOVE computer, think of looking UP from your computer at the window to realize you´ve been playing until nightbreak.",リョウ,はか.る,"感無量(かんむりょう): deep feeling, inexpressible feeling, filled with emotion<br>熱量(ねつりょう): temperature<br>量る(はかる): to measure, to weigh, to survey, to time (sound gauge estimate)<br>微量(びりょう): minuscule amount, extremely small quantity<br>重量(じゅうりょう): weight, heavyweight boxer<br>測量(そくりょう): measurement, surveying<br>分量(ぶんりょう): amount, quantity<br>量(りょう): quantity, amount, volume, portion (of food)",量る (はか.る),헤아릴 량(양)
190,厘,,"I threw my Rindows computer off a cliff because it kept crashing. Now, after its last crash, it´s worth less than a rin.",A computer dropped off of a cliff would be worth about 1 RIN.,リン,,,,"다스릴 리(이), 가게 전"
191,埋,,"You can´t bury computers underground, because of the dangerous heavy metals, so you hide them behind an equally large mound of soil and hope no-one notices.",I used SOIL to BURY my COMPUTER.,マイ,う.める、う.まる、う.もれる、うず.める、うず.まる、い.ける,"埋まる(うずまる): to be buried, to be surrounded, to overflow, to be filled<br>埋め込む(うめこむ): to bury<br>埋蔵(まいぞう): buried property, treasure trove<br>埋める(うめる): bury (e.g. one´s face in hands)","埋まる (う.まる), 埋める (う.める), 埋もれる (う.もれる)",묻을 매
192,同,"* As a primitive, this will mean <i>monks</i> dressed in a common habit.","Muslim women wearing veils (HOOD) all look the same, you can just see ONE MOUTH and very little else.",Imagine monks wandering around the monastery. Covered in their hoods and chanting as if with one mouth they all look the same !,ドウ,おな.じ,"一同(いちどう): all present, all concerned, all of us<br>同い年(おないどし): of the same age<br>混同(こんどう): confusion, mixing, merger<br>同(どう): the same, the said, ibid.<br>同意(どうい): agreement, consent, same meaning, same opinion, approval<br>同感(どうかん): agreement, same opinion, same feeling, sympathy, concurrence<br>同級(どうきゅう): the same grade, same class<br>同居(どうきょ): living together<br>同志(どうし): same mind, comrade, kindred soul<br>同士(どうし): fellow, companion, comrade<br>同情(どうじょう): sympathy, compassion, sympathize, pity, feel for<br>同調(どうちょう): sympathy, agree with, alignment, tuning<br>同等(どうとう): equality, equal, same rights, same rank<br>同封(どうふう): enclosure (e.g. in a letter)<br>同盟(どうめい): alliance, union, league<br>共同(きょうどう): cooperation, association, collaboration, joint<br>合同(ごうどう): combination, incorporation, union, amalgamation, fusion, congruence<br>同一(どういつ): identity, sameness, similarity, equality, fairness<br>同格(どうかく): the same rank, equality, apposition<br>同時(どうじ): simultaneous(ly), concurrent, same time, synchronous<br>同様(どうよう): identical, equal to, same (kind), like<br>同僚(どうりょう): coworker, colleague, associate<br>同じ(おなじ): same, identical, equal, uniform, equivalent, similar, common (origin), changeless",同じ (おな.じ),한가지 동
193,洞,,All the animals in the den share the same water.,"Den and ""cave"" also make me think of a monk´s cell. Monks take vows of silence and fast. So a den is where you´d find nothing but water (to drink) and a monk.",ドウ,ほら,,洞 (ほら),"골 동, 밝을 통"
194,胴,,"A trunk, a trunk // The body of a monk // The body of a monk in a trunk, a trunk.","Dead flesh all looks the same when you chop off everything but the trunk. Yes, I´m appalled at how gruesome this story is too.",ドウ,,"胴(どう): trunk, body, frame",,큰창자 동/몸통 동
195,向,,Look over yonder ! That tiny dot is robin hood at the mouth of his secret cave !,"There was an old woman named Wanda,// Who wanted to make herself blonder.// She covered her くち// With a glass hood from Gucci// And dropped some hair dye on from yonder.",コウ,む.く、む.い、-む.き、む.ける、-む.け、む.かう、む.かい、む.こう、む.こう-、むこ、むか.い,"意向(いこう): intention, idea, inclination<br>向上(こうじょう): elevation, rise, improvement, advancement, progress<br>志向(しこう): intention, aim<br>動向(どうこう): trend, tendency, movement, attitude<br>一向(ひたすら): earnestly<br>日向(ひなた): sunny place, in the sun<br>向かう(むかう): to face, to go towards<br>向き(むき): direction, situation, exposure, aspect, suitability<br>向け(むけ): for ~, oriented towards ~<br>傾向(けいこう): tendency, trend, inclination<br>方向(ほうこう): direction, course, way<br>向かい(むかい): facing, opposite, across the street, other side<br>向う(むかう): to face, go towards<br>向く(むく): to face<br>向ける(むける): turn towards, point<br>向こう(むこう): beyond, over there, opposite direction, the other party","向かう (む.かう), 向く (む.く), 向ける (む.ける), 向こう (む.こう)","향할 향, 성 상"
196,尚,,An especially esteemed alien has three antennae on his helmet.,"Remember that scene from Star Wars, where Luke is wearing that helmet that only his mouth could see, and was swinging at that little thing buzzing around the room? That was Obi-Wan´s trick to get Luke to build his self-esteem, or his confidence in the Force.",ショウ,なお,"高尚(こうしょう): high, noble, refined, advanced<br>尚(なお): furthermore, still, yet, more, still more, greater, further, less<br>尚更(なおさら): all the more, still less",,오히려 상
197,字,,CHILDren learn Kanji characters underneath a HOUSE.,"Why do I have to wear this roof on my head all the time father? ""Shut up! It builds character!"".",ジ,あざ、あざな、-な,"赤字(あかじ): deficit, go in the red<br>字(あざ): section of village<br>当て字(あてじ): phonetic-equivalent character, substitute character<br>英字(えいじ): English letter (character)<br>黒字(くろじ): balance (figure) in the black<br>字体(じたい): type, font, lettering<br>十字路(じゅうじろ): crossroads<br>文字(もじ): letter (of alphabet), character<br>ローマ字(ローマじ): romanization, Roman letters<br>活字(かつじ): printing type<br>習字(しゅうじ): penmanship<br>数字(すうじ): numeral, figure<br>名字(みょうじ): surname, family name<br>ローマ字(ローマじ): Romaji<br>字(じ): character<br>漢字(かんじ): Chinese characters, kanji<br>字引(じびき): dictionary",字 (あざ),글자 자
198,守,,"A GUARD is usually ""glued"" to the house he watches.",A guard provides a measure of security to those under a roof.,シュ、ス,まも.る、まも.り、もり、-もり、かみ,"守衛(しゅえい): security guard, doorkeeper<br>守備(しゅび): defense<br>保守(ほしゅ): conservative, maintaining<br>守る(まもる): protect, obey, guard, abide (by the rules)<br>留守番(るすばん): care-taking, caretaker, house-watching<br>留守(るす): being away, be out (of one´s home or office)","守備 (しゅび), 保守 (ほしゅ), 攻守 (こうしゅ), 守る (まも.る), 守 (もり)",지킬 수
199,完,,Make the perfect impression in the beginning by removing your shoes upon entering a Japanese home.,"In the beginning, Adam and Eve had a home in Eden. It was perfect.",カン,,"完璧(かんぺき): perfection, completeness, flawless<br>完成(かんせい): complete, completion, perfection, accomplishment<br>完全(かんぜん): perfection, completeness<br>完了(かんりょう): completion, conclusion",,완전할 완
200,宣,,You can proclaim your opinions from the comfort of your HOUSE and have it SPAN the entire globe these days via The Internet.,I heard young Muslims have to memorise the Koran and proclaim it aloud as a kind of rite of passage. Imagine the SPAN of hours spent under a ROOF practising that! It must surely be worse than trying to get through Heisigs RTK - count yourself lucky.,セン,のたま.う、のたま.わく,"宣教(せんきょう): religious mission<br>宣言(せんげん): declaration, proclamation, announcement<br>宣伝(せんでん): propaganda, publicity",,베풀 선
201,宵,,I burn the CANDLE in my HOUSE until the WEE HOURS reviewing the kanji!!!,"I agree with elktapestry. This kanji really means ""early evening"", not ""wee hours"" [Heisig really should have done his homework on this and several other characters (e.g., #145 ""but of course"" -- what the hell???). Oh well.] ""Every house lights candles in the EARLY EVENING which stay lit until the wee hours"". E.G. 宵の口（よいのくち）early evening; 今宵（こよい）this evening; tonight.",ショウ,よい,,宵 (よい),밤 소
202,安,,"It´s funny, Hesig gives no Kanji in his book that means cheap/inexpensive... well... if you were wondering what Kanji would carry that meaning, look no further. Sometimes I wonder if Hesig just thinks our little brains would be too easily confused by multiple meanings. Regardless, think of that woman relaxing. Cheapest place to do that is in one´s own home rather than at some fancy resort, eh? 家で休暇を取るは安いですね。.","You can only relax, when you have woman under roof to do all chores.",アン,やす.い、やす.まる、やす、やす.らか,"安静(あんせい): rest<br>治安(ちあん): public order<br>安っぽい(やすっぽい): cheap-looking, tawdry, insignificant<br>安易(あんい): easygoing<br>安定(あんてい): stability, equilibrium<br>不安(ふあん): anxiety, uneasiness, insecurity, suspense<br>目安(めやす): criterion, aim<br>安心(あんしん): peace of mind, relief<br>安全(あんぜん): safety<br>安い(やすい): cheap, inexpensive, peaceful, quiet, gossipy, thoughtless",安い (やす.い),편안 안
203,宴,,The WOMAN spent all DAY preparing a banquet in the HOUSE.,"Under the roof, all day long, the woman prepared for the banquet (this wording helps me remember the order of this kanji´s elements).",エン,うたげ,"宴会(えんかい): party, banquet",,잔치 연
204,寄,,"The strange house has a sign saying ""DRAW NEAR"" in its window, instead of a ´Beware´ sign. It must be a trick!",Imagine a horror movie set in a haunted mansion. The house is very strange. The characters draw near to one another for protection against the unknown.,キ,よ.る、-よ.り、よ.せる,"押し寄せる(おしよせる): to push aside, to advance on<br>寄贈(きそう): donation, presentation<br>寄与(きよ): contribution, service<br>立ち寄る(たちよる): to stop by, to drop in for a short visit<br>年寄り(としより): old people, the aged<br>取り寄せる(とりよせる): to order, to send away for<br>寄こす(よこす): to send, to forward<br>寄り掛かる(よりかかる): to lean against, to recline on, to lean on, to rely on<br>片寄る(かたよる): be one-sided, partial, prejudiced, biased, lean, be inclined<br>寄付(きふ): contribution, donation<br>近寄る(ちかよる): approach, draw near<br>寄せる(よせる): collect, gather, add, put aside<br>寄る(よる): drop in, stop by","寄せる (よ.せる), 寄る (よ.る)",부칠 기
205,富,,Remember Ducktales? That rich duck had that room in his house where he kept all the wealth! He had so much in that house you could even swim in it!,"In ancient Japan, a RICE FIELD is a unit of wealth as it can produce enough to feed all the MOUTHs in ONE HOUSE.",フ、フウ,と.む、とみ,"富(とみ): wealth, fortune<br>富む(とむ): to be rich, to become rich<br>富豪(ふごう): wealthy person, millionaire<br>豊富(ほうふ): abundance, wealth, plenty, bounty","富強 (ふきょう), 富裕 (ふゆう), 貧富 (ひんぷ), 富む (と.む), 富 (とみ)",부자 부
206,貯,,It takes a lot more than one clam of savings to buy a house on a street.,"My SAVINGS plan - I nail my moneybags up in the rafters below my roof. I´m very secretive about it, and I wear a disguise with a big mustache (another meaning of this kanji) while I stash my loot.",チョ,た.める、たくわ.える,"貯蓄(ちょちく): savings<br>貯金(ちょきん): (bank) savings<br>貯蔵(ちょぞう): storage, preservation",,쌓을 저
207,木,"* As a primitive, this kanji can be used to mean <i>tree</i> or <i>wood</i>. In those cases where the last two strokes are detached from the trunk, we shall change its meaning to <i>pole</i>, or <i>wooden pole</i>.","If you need a story for a tree, then you need to be hit by one.",Pictograph of a tree.,ボク、モク,き、こ-,"木綿(きわた): cotton<br>雑木(ざつぼく): various kinds of small trees, assorted trees<br>樹木(じゅもく): trees and shrubs, arbour<br>土木(どぼく): public works<br>木曜(もくよう): Thursday<br>植木(うえき): garden shrubs, trees, potted plant<br>材木(ざいもく): lumber, timber<br>大木(たいぼく): large tree<br>並木(なみき): roadside tree, row of trees<br>木材(もくざい): lumber, timber, wood<br>木綿(もめん): cotton<br>木(き): tree, wood, timber<br>木曜日(もくようび): Thursday","木石 (ぼくせき), 大木 (たいぼく), 土木 (どぼく), 木 (き)",나무 목
208,林,,A grove has at least two TREEs.,Two tree huggers saying that protecting the environment is grovey man...　RTK2:　リン　森林　しんりん(woods and forests).,リン,はやし,"林業(りんぎょう): forestry<br>山林(さんりん): mountain forest, mountains and forest<br>森林(しんりん): forest, woods<br>林(はやし): woods, forest",林 (はやし),수풀 림(임)
209,森,,"The higher you go up a mountain the less trees there are, that´s so u dont mess up with their possition like i do.",Another tree planted within a grove turns it into a FOREST.,シン,もり,"森林(しんりん): forest, woods<br>森(もり): forest",森 (もり),수풀 삼
210,桂,,"Simple mnemonic : ""The Japanese Judas-tree is the tree on which Judas hang himself to the ivy"" (Judas the traitor of the Christian bible). Just picture Judas hanging himself, using ivy as a if it was a rope.","A tree covered in poison ivy will quickly betray you, thus the name JAPANESE JUDAS-TREE.",ケイ,かつら,,,계수나무 계
211,柏,,"The wood from oak trees can be used to make barrels in which white wine is aged. What´s more, I love white wine with an oaky flavour...","An oak tree is white, from left to right!",ハク、ヒャク、ビャク,かしわ,,,
212,枠,,wood at 90 (9 * 10) degrees.,Nine out of ten picture frames are made out of wood. The rest are made of metal or plastic.,,わく,"枠(わく): frame, slide",枠 (わく),
213,梢,,"At Christmas time, on the treetops, people used to place great big candles (Now we usually place a star instead).","If you cut off the treetops, they still resemble the trees they used to be part of. Treetops=tree resemblance.",ショウ,こずえ、くすのき,梢(こずえ): treetop,,"나무 끝 초, 마들가리 소"
214,棚,,A shelf is a wooden companion to books.,"I think of an Otaku, with a wooden shelf full of anime action figure statures, who are sadly his only companions.",ホウ,たな、-だな,"戸棚(とだな): cupboard, locker, closet, wardrobe<br>棚(たな): shelf<br>本棚(ほんだな): bookshelves",棚 (たな),사다리 붕
215,杏,,From the tree straight into the mouth is the best way to eat an APRICOT!,Imagine Totoro sleeping under his tree. As he snores a giant apricot falls nicely into his open mouth and he emits a giant burp of satisfaction. I can hear that music alreay....to - to to - to - ro...,キョウ、アン、コウ,あんず,,,살구 행
216,桐,,"In Japan, a paulownia (きり）is known as the ""princess tree"". It was once a traditional TREE planted at the SAME time as the birth of a daughter. It would grow fast enough that, at the time of her wedding, it could be used to make a dresser as a wedding present for her.",Paulownia is a Japanese tree which looks same as any other tree.,トウ、ドウ,きり,桐(きり): paulownia tree,,오동나무 동
217,植,,Plants don´t become trees straightaway.,"When you plant plants, you use a piece of WOOD to make the plant grow STRAIGHT.",ショク,う.える、う.わる,"植わる(うわる): to be planted<br>植民地(しょくみんち): colony<br>植木(うえき): garden shrubs, trees, potted plant<br>植物(しょくぶつ): plant, vegetation<br>田植え(たうえ): rice planting<br>植える(うえる): plant","植える (う.える), 植わる (う.わる)","심을 식, 둘 치"
219,枯,,A tree withers away as it gets old.,"When flowers get old they suffer (frame 225), but old trees just WITHER away painlessly. (Picture flowers crying in pain, but a dried up tree silent and sad).",コ,か.れる、か.らす,"枯れる(かれる): wither, die (plant)","枯らす (か.らす), 枯れる (か.れる)",마를 고
220,朴,,Wooden wands are the crudest. They are nothng compared to their carbon fibre equivilents.,"A beginner magician starts with a crude wooden magic wand. Later he´ll upgrade to magicite, of course.",ボク,ほう、ほお、えのき,"素朴(そぼく): simplicity, artlessness, naivete",,성 박
221,村,,"If you´ve ever played an old 8 bit or 16 bit RPG, like Dragon Warrior or Final Fantasy or Inindou, you´ll remember that every town was all bordered off by a line of trees with no space in between to get out through. Imagine that the trees were glued together so you could only exit town through the main or side gates, (so you couldn´t escape the important scripted scenes.).","Pfft. At it´s core, a town is just a bunch of wood glued together. Edit - Stop starring this piece of crap story! xD.",ソン,むら,"漁村(ぎょそん): fishing village<br>農村(のうそん): agricultural community, farm village, rural<br>村(むら): village",村 (むら),마을 촌
222,相,,The prime minister is having inter-course behind that tree! All you can see are his eyes poking out from the righthand-side of the tree.,"ソウ/ショウ/あ INTER /MUTUAL /ASPECT /PHASE /MINISTER. ""Long ago, before there were telephones, people living far from one another would climb trees to eye each other´s aspects and inter-act for their mutual benefit. Those who did this best became government ministers, with the top person (perhaps the one with the longest neck (首, neck (#70)) becoming the prime minister 「首相 (しゅしょう)"".",ソウ、ショウ,あい-,"相(あい): together, mutually, fellow<br>相変わらず(あいかわらず): as ever, as usual, the same<br>相対(あいたい): confrontation, facing, between ourselves, no third party, tete-a-tete<br>外相(がいしょう): Foreign Minister<br>真相(しんそう): truth, real situation<br>相応(そうおう): suitability, fitness<br>蔵相(ぞうしょう): Minister of Finance<br>相談(そうだん): consultation, discussion<br>相場(そうば): market price, speculation, estimation<br>相応しい(ふさわしい): appropriate<br>様相(ようそう): aspect<br>相手(あいて): companion, partner, company, other party, addressee<br>首相(しゅしょう): Prime Minister, Chancellor (Germany, Austria, etc.)<br>相撲(すもう): sumo wrestling<br>相違(そうい): difference, discrepancy, variation<br>相互(そうご): mutual, reciprocal<br>相続(そうぞく): succession, inheritance<br>相当(そうとう): suitable, fair, tolerable, proper, extremely","相当 (そうとう), 相談 (そうだん), 真相 (しんそう), 相 (あい)",서로 상
223,机,,"My wooden desk is so messy, it looks like a strong wind blew my things all over it.","Whenever I´m alone at my computer desk, I´m always getting wood and breaking wind.",キ,つくえ,机(つくえ): desk,机 (つくえ),"책상 궤, 모탕 예"
